address,time,value
0014.4F01.0000.3560,2013-09-18 18:53:39.122,20
0014.4F01.0000.3560,2013-09-18 18:53:42.123,20
0014.4F01.0000.3560,2013-09-18 18:53:45.124,20
0014.4F01.0000.3560,2013-09-18 18:53:48.125,20
0014.4F01.0000.3560,2013-09-18 18:53:51.126,21
0014.4F01.0000.3560,2013-09-18 18:53:54.127,21
0014.4F01.0000.3560,2013-09-18 18:53:57.134,20
0014.4F01.0000.3560,2013-09-18 18:54:00.135,20
0014.4F01.0000.3560,2013-09-18 18:54:03.136,20
0014.4F01.0000.3560,2013-09-18 18:54:09.138,21
0014.4F01.0000.3560,2013-09-18 18:54:12.139,21
0014.4F01.0000.3560,2013-09-18 18:54:15.14,21
0014.4F01.0000.3560,2013-09-18 18:54:18.141,21
0014.4F01.0000.3560,2013-09-18 18:54:21.143,20
0014.4F01.0000.3560,2013-09-18 18:54:24.144,21
0014.4F01.0000.3560,2013-09-18 18:54:27.145,21
0014.4F01.0000.3560,2013-09-18 18:54:30.146,21
0014.4F01.0000.3560,2013-09-18 18:54:33.148,21
0014.4F01.0000.3560,2013-09-18 18:54:36.149,21
0014.4F01.0000.3560,2013-09-18 18:54:39.15,21
0014.4F01.0000.3560,2013-09-18 18:54:42.151,21
0014.4F01.0000.3560,2013-09-18 18:54:45.152,21
0014.4F01.0000.3560,2013-09-18 18:54:48.154,21
0014.4F01.0000.3560,2013-09-18 18:54:51.155,22
0014.4F01.0000.3560,2013-09-18 18:54:54.156,22
0014.4F01.0000.3560,2013-09-18 18:55:00.158,21
0014.4F01.0000.3560,2013-09-18 18:55:03.159,21
0014.4F01.0000.3560,2013-09-18 18:55:06.16,22
0014.4F01.0000.3560,2013-09-18 18:55:09.163,21
0014.4F01.0000.3560,2013-09-18 18:55:12.164,22
0014.4F01.0000.3560,2013-09-18 18:55:18.166,22
0014.4F01.0000.3560,2013-09-18 18:55:21.167,21
0014.4F01.0000.3560,2013-09-18 18:55:24.168,22
0014.4F01.0000.3560,2013-09-18 18:55:27.169,22
0014.4F01.0000.3560,2013-09-18 18:55:30.17,22
0014.4F01.0000.3560,2013-09-18 18:55:33.172,23
0014.4F01.0000.3560,2013-09-18 18:55:36.173,22
0014.4F01.0000.3560,2013-09-18 18:55:39.174,22
0014.4F01.0000.3560,2013-09-18 18:55:42.176,22
0014.4F01.0000.3560,2013-09-18 18:55:45.177,22
0014.4F01.0000.3560,2013-09-18 18:55:48.178,23
0014.4F01.0000.3560,2013-09-18 18:55:51.179,23
0014.4F01.0000.3560,2013-09-18 18:55:54.182,22
0014.4F01.0000.3560,2013-09-18 18:55:57.184,22
0014.4F01.0000.3560,2013-09-18 18:56:00.185,22
0014.4F01.0000.3560,2013-09-18 18:56:03.186,23
0014.4F01.0000.3560,2013-09-18 18:56:06.187,23
0014.4F01.0000.3560,2013-09-18 18:56:09.188,23
0014.4F01.0000.3560,2013-09-18 18:56:12.189,23
0014.4F01.0000.3560,2013-09-18 18:56:15.193,23
0014.4F01.0000.3560,2013-09-18 18:56:18.195,23
0014.4F01.0000.3560,2013-09-18 18:56:21.196,24
0014.4F01.0000.3560,2013-09-18 18:56:24.197,24
0014.4F01.0000.3560,2013-09-18 18:56:27.2,23
0014.4F01.0000.3560,2013-09-18 18:56:30.201,23
0014.4F01.0000.3560,2013-09-18 18:56:33.202,23
0014.4F01.0000.3560,2013-09-18 18:56:36.203,24
0014.4F01.0000.3560,2013-09-18 18:56:39.206,24
0014.4F01.0000.3560,2013-09-18 18:56:42.207,23
0014.4F01.0000.3560,2013-09-18 18:56:45.208,23
0014.4F01.0000.3560,2013-09-18 18:56:48.209,23
0014.4F01.0000.3560,2013-09-18 18:56:51.21,24
0014.4F01.0000.3560,2013-09-18 18:56:54.211,24
0014.4F01.0000.3560,2013-09-18 18:56:57.213,24
0014.4F01.0000.3560,2013-09-18 18:57:00.214,24
0014.4F01.0000.3560,2013-09-18 18:57:03.215,24
0014.4F01.0000.3560,2013-09-18 18:57:06.217,24
