address,time,value
0014.4F01.0000.35EC,2013-09-19 12:22:22.325,80
0014.4F01.0000.3560,2013-09-19 12:22:24.957,83
0014.4F01.0000.35EC,2013-09-19 12:22:25.326,81
0014.4F01.0000.35EC,2013-09-19 12:22:28.327,81
0014.4F01.0000.3560,2013-09-19 12:22:30.96,83
0014.4F01.0000.35EC,2013-09-19 12:22:31.332,80
0014.4F01.0000.3560,2013-09-19 12:22:33.961,83
0014.4F01.0000.35EC,2013-09-19 12:22:34.334,81
0014.4F01.0000.3560,2013-09-19 12:22:36.962,84
0014.4F01.0000.35EC,2013-09-19 12:22:37.335,81
0014.4F01.0000.3560,2013-09-19 12:22:39.964,82
0014.4F01.0000.35EC,2013-09-19 12:22:40.338,80
0014.4F01.0000.3560,2013-09-19 12:22:42.966,82
0014.4F01.0000.35EC,2013-09-19 12:22:43.339,80
0014.4F01.0000.3560,2013-09-19 12:22:45.973,83
0014.4F01.0000.35EC,2013-09-19 12:22:46.34,81
0014.4F01.0000.3560,2013-09-19 12:22:48.974,84
0014.4F01.0000.3560,2013-09-19 12:22:51.978,83
0014.4F01.0000.35EC,2013-09-19 12:22:52.343,80
0014.4F01.0000.3560,2013-09-19 12:22:54.979,83
0014.4F01.0000.35EC,2013-09-19 12:22:55.344,81
0014.4F01.0000.3560,2013-09-19 12:22:57.981,84
0014.4F01.0000.35EC,2013-09-19 12:22:58.345,80
0014.4F01.0000.3560,2013-09-19 12:23:00.982,83
0014.4F01.0000.3560,2013-09-19 12:23:03.983,82
0014.4F01.0000.35EC,2013-09-19 12:23:04.355,81
0014.4F01.0000.3560,2013-09-19 12:23:06.984,84
0014.4F01.0000.35EC,2013-09-19 12:23:07.356,82
0014.4F01.0000.3560,2013-09-19 12:23:09.988,83
0014.4F01.0000.35EC,2013-09-19 12:23:10.357,82
0014.4F01.0000.3560,2013-09-19 12:23:12.989,83
0014.4F01.0000.35EC,2013-09-19 12:23:13.358,82
0014.4F01.0000.3560,2013-09-19 12:23:15.99,84
0014.4F01.0000.35EC,2013-09-19 12:23:16.359,82
0014.4F01.0000.3560,2013-09-19 12:23:18.991,83
0014.4F01.0000.35EC,2013-09-19 12:23:19.36,82
0014.4F01.0000.3560,2013-09-19 12:23:21.992,82
0014.4F01.0000.35EC,2013-09-19 12:23:22.361,82
0014.4F01.0000.3560,2013-09-19 12:23:24.994,82
0014.4F01.0000.35EC,2013-09-19 12:23:25.362,81
0014.4F01.0000.3560,2013-09-19 12:23:27.995,83
0014.4F01.0000.35EC,2013-09-19 12:23:28.363,81
0014.4F01.0000.3560,2013-09-19 12:23:30.996,83
0014.4F01.0000.35EC,2013-09-19 12:23:31.364,82
0014.4F01.0000.3560,2013-09-19 12:23:33.997,82
0014.4F01.0000.35EC,2013-09-19 12:23:34.365,82
0014.4F01.0000.3560,2013-09-19 12:23:36.999,83
0014.4F01.0000.35EC,2013-09-19 12:23:37.368,82
0014.4F01.0000.3560,2013-09-19 12:23:40.0,83
0014.4F01.0000.35EC,2013-09-19 12:23:40.369,81
0014.4F01.0000.3560,2013-09-19 12:23:43.001,82
0014.4F01.0000.35EC,2013-09-19 12:23:43.37,82
0014.4F01.0000.3560,2013-09-19 12:23:46.002,83
0014.4F01.0000.35EC,2013-09-19 12:23:46.371,82
0014.4F01.0000.3560,2013-09-19 12:23:49.003,84
0014.4F01.0000.35EC,2013-09-19 12:23:49.372,82
0014.4F01.0000.3560,2013-09-19 12:23:52.004,82
0014.4F01.0000.35EC,2013-09-19 12:23:52.373,82
0014.4F01.0000.3560,2013-09-19 12:23:55.005,83
0014.4F01.0000.3560,2013-09-19 12:23:58.006,84
0014.4F01.0000.35EC,2013-09-19 12:23:58.375,82
0014.4F01.0000.3560,2013-09-19 12:24:01.006,82
0014.4F01.0000.3560,2013-09-19 12:24:04.007,83
0014.4F01.0000.35EC,2013-09-19 12:24:04.377,82
0014.4F01.0000.3560,2013-09-19 12:24:07.008,84
0014.4F01.0000.35EC,2013-09-19 12:24:07.378,82
0014.4F01.0000.3560,2013-09-19 12:24:10.009,84
0014.4F01.0000.7811,2013-09-19 12:24:12.934,82
0014.4F01.0000.3560,2013-09-19 12:24:13.011,82
0014.4F01.0000.35EC,2013-09-19 12:24:13.386,81
0014.4F01.0000.7811,2013-09-19 12:24:15.935,82
0014.4F01.0000.3560,2013-09-19 12:24:16.012,83
0014.4F01.0000.35EC,2013-09-19 12:24:16.387,81
0014.4F01.0000.7811,2013-09-19 12:24:18.936,82
0014.4F01.0000.3560,2013-09-19 12:24:19.014,83
0014.4F01.0000.7811,2013-09-19 12:24:21.937,83
0014.4F01.0000.3560,2013-09-19 12:24:22.015,83
0014.4F01.0000.35EC,2013-09-19 12:24:22.389,80
0014.4F01.0000.7811,2013-09-19 12:24:24.938,83
0014.4F01.0000.3560,2013-09-19 12:24:25.016,83
0014.4F01.0000.35EC,2013-09-19 12:24:25.391,82
0014.4F01.0000.7811,2013-09-19 12:24:27.939,82
0014.4F01.0000.3560,2013-09-19 12:24:28.017,84
0014.4F01.0000.35EC,2013-09-19 12:24:28.393,80
0014.4F01.0000.7811,2013-09-19 12:24:30.94,83
0014.4F01.0000.3560,2013-09-19 12:24:31.022,82
0014.4F01.0000.35EC,2013-09-19 12:24:31.396,81
0014.4F01.0000.7811,2013-09-19 12:24:33.941,81
0014.4F01.0000.35EC,2013-09-19 12:24:34.397,81
0014.4F01.0000.7811,2013-09-19 12:24:36.942,82
0014.4F01.0000.35EC,2013-09-19 12:24:37.398,80
0014.4F01.0000.7811,2013-09-19 12:24:39.943,82
0014.4F01.0000.3560,2013-09-19 12:24:40.025,83
0014.4F01.0000.35EC,2013-09-19 12:24:40.399,82
0014.4F01.0000.7811,2013-09-19 12:24:42.944,81
0014.4F01.0000.3560,2013-09-19 12:24:43.026,83
0014.4F01.0000.35EC,2013-09-19 12:24:43.402,81
0014.4F01.0000.7811,2013-09-19 12:24:45.946,82
0014.4F01.0000.3560,2013-09-19 12:24:46.031,82
0014.4F01.0000.35EC,2013-09-19 12:24:46.403,82
0014.4F01.0000.7811,2013-09-19 12:24:48.947,82
0014.4F01.0000.3560,2013-09-19 12:24:49.032,84
0014.4F01.0000.35EC,2013-09-19 12:24:49.404,82
0014.4F01.0000.7811,2013-09-19 12:24:51.948,82
0014.4F01.0000.3560,2013-09-19 12:24:52.033,83
0014.4F01.0000.35EC,2013-09-19 12:24:52.405,82
0014.4F01.0000.7811,2013-09-19 12:24:54.949,82
0014.4F01.0000.35EC,2013-09-19 12:24:55.406,82
0014.4F01.0000.7811,2013-09-19 12:24:57.95,82
0014.4F01.0000.35EC,2013-09-19 12:24:58.407,82
0014.4F01.0000.7811,2013-09-19 12:25:00.951,82
0014.4F01.0000.35EC,2013-09-19 12:25:01.408,82
0014.4F01.0000.7811,2013-09-19 12:25:03.952,82
0014.4F01.0000.35EC,2013-09-19 12:25:04.409,82
0014.4F01.0000.7811,2013-09-19 12:25:06.953,82
0014.4F01.0000.35EC,2013-09-19 12:25:07.413,82
0014.4F01.0000.7811,2013-09-19 12:25:09.954,82
0014.4F01.0000.35EC,2013-09-19 12:25:10.42,82
0014.4F01.0000.7811,2013-09-19 12:25:12.955,83
0014.4F01.0000.35EC,2013-09-19 12:25:13.421,82
0014.4F01.0000.7811,2013-09-19 12:25:15.956,81
0014.4F01.0000.7811,2013-09-19 12:25:18.957,81
0014.4F01.0000.35EC,2013-09-19 12:25:19.423,82
0014.4F01.0000.35EC,2013-09-19 12:25:22.424,81
0014.4F01.0000.7811,2013-09-19 12:25:24.959,82
0014.4F01.0000.35EC,2013-09-19 12:25:25.427,82
0014.4F01.0000.7811,2013-09-19 12:25:27.96,82
0014.4F01.0000.3560,2013-09-19 12:25:28.297,82
0014.4F01.0000.35EC,2013-09-19 12:25:28.43,82
0014.4F01.0000.7811,2013-09-19 12:25:30.961,82
0014.4F01.0000.3560,2013-09-19 12:25:31.302,83
0014.4F01.0000.35EC,2013-09-19 12:25:31.431,81
0014.4F01.0000.7811,2013-09-19 12:25:33.962,82
0014.4F01.0000.3560,2013-09-19 12:25:34.303,82
0014.4F01.0000.35EC,2013-09-19 12:25:34.433,81
0014.4F01.0000.7811,2013-09-19 12:25:36.963,83
0014.4F01.0000.3560,2013-09-19 12:25:37.304,82
0014.4F01.0000.35EC,2013-09-19 12:25:37.435,81
0014.4F01.0000.7811,2013-09-19 12:25:39.964,81
0014.4F01.0000.3560,2013-09-19 12:25:40.305,84
0014.4F01.0000.35EC,2013-09-19 12:25:40.436,80
0014.4F01.0000.7811,2013-09-19 12:25:42.965,82
0014.4F01.0000.3560,2013-09-19 12:25:43.307,83
0014.4F01.0000.35EC,2013-09-19 12:25:43.437,80
0014.4F01.0000.7811,2013-09-19 12:25:45.966,82
0014.4F01.0000.3560,2013-09-19 12:25:46.308,83
0014.4F01.0000.35EC,2013-09-19 12:25:46.439,81
0014.4F01.0000.7811,2013-09-19 12:25:48.967,83
0014.4F01.0000.3560,2013-09-19 12:25:49.311,83
0014.4F01.0000.35EC,2013-09-19 12:25:49.44,81
