address,time,value
0014.4F01.0000.35EC,2013-09-18 15:34:34.74,27
0014.4F01.0000.35EC,2013-09-18 15:34:37.741,28
0014.4F01.0000.35EC,2013-09-18 15:34:40.742,27
0014.4F01.0000.35EC,2013-09-18 15:34:43.743,28
0014.4F01.0000.35EC,2013-09-18 15:34:49.745,27
0014.4F01.0000.35EC,2013-09-18 15:34:52.746,27
0014.4F01.0000.35EC,2013-09-18 15:34:55.747,27
0014.4F01.0000.35EC,2013-09-18 15:34:58.748,27
0014.4F01.0000.35EC,2013-09-18 15:35:01.749,27
0014.4F01.0000.35EC,2013-09-18 15:35:04.75,28
0014.4F01.0000.35EC,2013-09-18 15:35:07.751,28
0014.4F01.0000.35EC,2013-09-18 15:35:10.752,28
0014.4F01.0000.35EC,2013-09-18 15:35:13.753,28
0014.4F01.0000.35EC,2013-09-18 15:35:16.754,28
0014.4F01.0000.35EC,2013-09-18 15:35:19.755,28
0014.4F01.0000.3560,2013-09-18 15:35:19.821,75
0014.4F01.0000.35EC,2013-09-18 15:35:22.757,28
0014.4F01.0000.3560,2013-09-18 15:35:22.824,75
0014.4F01.0000.35EC,2013-09-18 15:35:25.757,28
0014.4F01.0000.3560,2013-09-18 15:35:25.826,76
0014.4F01.0000.35EC,2013-09-18 15:35:28.758,28
0014.4F01.0000.3560,2013-09-18 15:35:28.827,75
0014.4F01.0000.35EC,2013-09-18 15:35:31.759,27
0014.4F01.0000.3560,2013-09-18 15:35:31.828,76
0014.4F01.0000.35EC,2013-09-18 15:35:34.762,27
0014.4F01.0000.3560,2013-09-18 15:35:34.829,76
0014.4F01.0000.35EC,2013-09-18 15:35:37.763,27
0014.4F01.0000.3560,2013-09-18 15:35:37.831,76
0014.4F01.0000.35EC,2013-09-18 15:35:40.764,28
0014.4F01.0000.3560,2013-09-18 15:35:40.835,76
0014.4F01.0000.35EC,2013-09-18 15:35:43.765,27
0014.4F01.0000.3560,2013-09-18 15:35:43.836,76
0014.4F01.0000.35EC,2013-09-18 15:35:46.766,27
0014.4F01.0000.3560,2013-09-18 15:35:46.839,76
0014.4F01.0000.35EC,2013-09-18 15:35:49.787,27
0014.4F01.0000.3560,2013-09-18 15:35:49.84,77
0014.4F01.0000.35EC,2013-09-18 15:35:52.791,27
0014.4F01.0000.3560,2013-09-18 15:35:52.841,77
0014.4F01.0000.35EC,2013-09-18 15:35:55.792,28
0014.4F01.0000.3560,2013-09-18 15:35:55.842,77
0014.4F01.0000.35EC,2013-09-18 15:35:58.799,28
0014.4F01.0000.7811,2013-09-18 15:35:55.938,72
0014.4F01.0000.3560,2013-09-18 15:35:58.843,76
0014.4F01.0000.35EC,2013-09-18 15:36:01.801,28
0014.4F01.0000.7811,2013-09-18 15:35:58.939,72
0014.4F01.0000.3560,2013-09-18 15:36:01.844,76
0014.4F01.0000.35EC,2013-09-18 15:36:04.802,27
0014.4F01.0000.7811,2013-09-18 15:36:01.94,72
0014.4F01.0000.3560,2013-09-18 15:36:04.845,77
0014.4F01.0000.35EC,2013-09-18 15:36:07.803,28
0014.4F01.0000.7811,2013-09-18 15:36:04.941,72
0014.4F01.0000.3560,2013-09-18 15:36:07.846,77
0014.4F01.0000.35EC,2013-09-18 15:36:10.804,27
0014.4F01.0000.7811,2013-09-18 15:36:07.942,73
0014.4F01.0000.3560,2013-09-18 15:36:10.847,77
0014.4F01.0000.35EC,2013-09-18 15:36:13.805,28
0014.4F01.0000.3560,2013-09-18 15:36:13.848,77
0014.4F01.0000.35EC,2013-09-18 15:36:16.807,28
0014.4F01.0000.7811,2013-09-18 15:36:14.11,72
0014.4F01.0000.3560,2013-09-18 15:36:16.849,77
0014.4F01.0000.35EC,2013-09-18 15:36:19.808,27
0014.4F01.0000.3560,2013-09-18 15:36:19.85,76
0014.4F01.0000.35EC,2013-09-18 15:36:22.81,27
0014.4F01.0000.3560,2013-09-18 15:36:22.851,78
0014.4F01.0000.35EC,2013-09-18 15:36:25.811,27
0014.4F01.0000.3560,2013-09-18 15:36:25.853,77
0014.4F01.0000.35EC,2013-09-18 15:36:28.812,27
0014.4F01.0000.3560,2013-09-18 15:36:28.854,77
0014.4F01.0000.35EC,2013-09-18 15:36:31.813,27
0014.4F01.0000.3560,2013-09-18 15:36:31.856,77
0014.4F01.0000.35EC,2013-09-18 15:36:34.814,27
0014.4F01.0000.7811,2013-09-18 15:36:35.856,23
0014.4F01.0000.3560,2013-09-18 15:36:34.857,78
0014.4F01.0000.35EC,2013-09-18 15:36:37.817,27
0014.4F01.0000.7811,2013-09-18 15:36:38.857,23
0014.4F01.0000.3560,2013-09-18 15:36:37.858,77
0014.4F01.0000.35EC,2013-09-18 15:36:40.818,27
0014.4F01.0000.7811,2013-09-18 15:36:41.858,23
0014.4F01.0000.3560,2013-09-18 15:36:40.859,78
0014.4F01.0000.35EC,2013-09-18 15:36:43.822,27
0014.4F01.0000.7811,2013-09-18 15:36:44.859,23
0014.4F01.0000.3560,2013-09-18 15:36:43.86,77
0014.4F01.0000.35EC,2013-09-18 15:36:46.823,27
0014.4F01.0000.7811,2013-09-18 15:36:47.86,23
0014.4F01.0000.3560,2013-09-18 15:36:46.862,77
0014.4F01.0000.35EC,2013-09-18 15:36:49.824,27
0014.4F01.0000.7811,2013-09-18 15:36:50.861,23
0014.4F01.0000.3560,2013-09-18 15:36:49.863,78
0014.4F01.0000.35EC,2013-09-18 15:36:52.825,28
0014.4F01.0000.7811,2013-09-18 15:36:53.862,23
0014.4F01.0000.3560,2013-09-18 15:36:52.865,78
0014.4F01.0000.35EC,2013-09-18 15:36:55.826,28
0014.4F01.0000.7811,2013-09-18 15:36:56.863,23
0014.4F01.0000.3560,2013-09-18 15:36:55.866,77
0014.4F01.0000.35EC,2013-09-18 15:36:58.828,28
0014.4F01.0000.7811,2013-09-18 15:36:59.864,23
0014.4F01.0000.3560,2013-09-18 15:36:58.867,77
0014.4F01.0000.35EC,2013-09-18 15:37:01.83,28
0014.4F01.0000.7811,2013-09-18 15:37:02.865,23
0014.4F01.0000.3560,2013-09-18 15:37:01.868,77
0014.4F01.0000.35EC,2013-09-18 15:37:04.831,28
0014.4F01.0000.7811,2013-09-18 15:37:05.866,23
0014.4F01.0000.3560,2013-09-18 15:37:04.869,78
0014.4F01.0000.35EC,2013-09-18 15:37:07.832,28
0014.4F01.0000.7811,2013-09-18 15:37:08.867,23
0014.4F01.0000.3560,2013-09-18 15:37:07.871,77
0014.4F01.0000.35EC,2013-09-18 15:37:10.833,28
0014.4F01.0000.7811,2013-09-18 15:37:11.868,23
0014.4F01.0000.35EC,2013-09-18 15:37:13.834,28
0014.4F01.0000.7811,2013-09-18 15:37:14.869,23
