time,LF,RF,LR,RR,LT,RT,distRight,distLeft,thetaRight,thetaLeft,theta,distance,turn,velocity,targetDist,startTurn,stopTurn,targetTheta
1.38614237E12,7.4375887,9.202993,8.380794,11.01447,4.0,4.0,10.108731,7.909191,0.18215333,-0.09446089,0.18215333,10.108731,2000.0,1500.0,20.0,0.0,0.0,-0.25575584
1.38614237E12,7.2550635,8.482766,8.45777,12.733488,4.0,4.0,10.608127,7.856417,0.43904155,-0.12056254,0.43904155,10.608127,2000.0,1500.0,20.0,0.0,0.0,-0.24284312
1.38614237E12,7.2550635,8.482766,8.45777,12.733488,4.0,4.0,10.608127,7.856417,0.43904155,-0.12056254,0.43904155,10.608127,2000.0,1500.0,20.0,0.0,0.0,-0.24284312
1.38614237E12,7.4002576,7.3572474,8.491445,12.933608,4.0,0.0,10.145428,7.945851,0.59153533,-0.109336406,-0.109336406,-7.945851,1000.0,1500.0,20.0,0.0,0.0,0.31168088
1.38614237E12,7.4002576,7.3572474,8.491445,12.933608,4.0,0.0,10.145428,7.945851,0.59153533,-0.109336406,-0.109336406,-7.945851,1000.0,1500.0,20.0,0.0,0.0,0.31168088
1.38614237E12,7.2631316,8.399735,8.468787,11.388391,4.0,4.0,9.894063,7.8659596,0.3035036,-0.12085962,-0.12085962,-7.8659596,1000.0,1500.0,20.0,0.0,0.0,0.3137466
1.38614237E12,7.2631316,8.399735,8.468787,11.388391,4.0,4.0,9.894063,7.8659596,0.3035036,-0.12085962,-0.12085962,-7.8659596,1000.0,1500.0,20.0,0.0,0.0,0.3137466
1.38614237E12,7.290418,9.098903,8.471325,11.044065,4.0,4.0,10.071484,7.880872,0.19576427,-0.1183669,-0.1183669,-7.880872,1000.0,1500.0,20.0,0.0,0.0,0.31336102
1.38614237E12,7.290418,9.098903,8.471325,11.044065,4.0,4.0,10.071484,7.880872,0.19576427,-0.1183669,-0.1183669,-7.880872,1000.0,1500.0,20.0,0.0,0.0,0.31336102
1.38614237E12,7.398396,9.162387,8.512129,10.723264,4.0,4.0,9.942825,7.955262,0.15672852,-0.11160484,-0.11160484,-7.955262,1000.0,1500.0,20.0,0.0,0.0,0.31143752
1.38614237E12,7.398396,9.162387,8.512129,10.723264,4.0,4.0,9.942825,7.955262,0.15672852,-0.11160484,-0.11160484,-7.955262,1000.0,1500.0,20.0,0.0,0.0,0.31143752
1.38614237E12,7.456644,9.288249,8.496173,10.820324,4.0,4.0,10.054287,7.9764085,0.15381332,-0.10414098,-0.10414098,-7.9764085,1000.0,1500.0,20.0,0.0,0.0,0.31089076
1.38614237E12,7.456644,9.288249,8.496173,10.820324,4.0,4.0,10.054287,7.9764085,0.15381332,-0.10414098,-0.10414098,-7.9764085,1000.0,1500.0,20.0,0.0,0.0,0.31089076
1.38614237E12,7.448084,9.155863,8.485029,11.006336,4.0,4.0,10.0810995,7.9665565,0.18612002,-0.10388124,-0.10388124,-7.9665565,1000.0,1500.0,20.0,0.0,0.0,0.31114548
1.38614237E12,7.448084,9.155863,8.485029,11.006336,4.0,4.0,10.0810995,7.9665565,0.18612002,-0.10388124,-0.10388124,-7.9665565,1000.0,1500.0,20.0,0.0,0.0,0.31114548
1.38614237E12,7.242998,8.91457,8.487429,11.009326,4.0,4.0,9.961947,7.8652134,0.21103868,-0.12476646,-0.12476646,-7.8652134,1000.0,1500.0,20.0,0.0,0.0,0.31376588
1.38614237E12,7.242998,8.91457,8.487429,11.009326,4.0,4.0,9.961947,7.8652134,0.21103868,-0.12476646,-0.12476646,-7.8652134,1000.0,1500.0,20.0,0.0,0.0,0.31376588
1.38614237E12,7.137883,9.043799,8.456524,11.002218,4.0,4.0,10.023008,7.7972035,0.19711591,-0.1322492,-0.1322492,-7.7972035,1000.0,1500.0,20.0,0.0,0.0,0.3155244
1.38614237E12,7.137883,9.043799,8.456524,11.002218,4.0,4.0,10.023008,7.7972035,0.19711591,-0.1322492,-0.1322492,-7.7972035,1000.0,1500.0,20.0,0.0,0.0,0.3155244
1.38614237E12,7.441337,8.76389,8.329997,11.213314,4.0,4.0,9.988603,7.8856673,0.24746028,-0.08898343,-0.08898343,-7.8856673,1000.0,1500.0,20.0,0.0,0.0,0.313237
1.38614237E12,7.441337,8.76389,8.329997,11.213314,4.0,4.0,9.988603,7.8856673,0.24746028,-0.08898343,-0.08898343,-7.8856673,1000.0,1500.0,20.0,0.0,0.0,0.313237
1.38614237E12,7.311215,8.87681,8.340553,11.096002,4.0,4.0,9.986406,7.8258843,0.2237823,-0.10311649,-0.10311649,-7.8258843,1000.0,1500.0,20.0,0.0,0.0,0.31478283
1.38614237E12,7.311215,8.87681,8.340553,11.096002,4.0,4.0,9.986406,7.8258843,0.2237823,-0.10311649,-0.10311649,-7.8258843,1000.0,1500.0,20.0,0.0,0.0,0.31478283
1.38614237E12,7.4527497,8.972375,8.300314,11.099505,4.0,4.0,10.03594,7.8765316,0.21435073,-0.08485827,-0.08485827,-7.8765316,1000.0,1500.0,20.0,0.0,0.0,0.31347322
1.38614237E12,7.4527497,8.972375,8.300314,11.099505,4.0,4.0,10.03594,7.8765316,0.21435073,-0.08485827,-0.08485827,-7.8765316,1000.0,1500.0,20.0,0.0,0.0,0.31347322
1.3861425E12,7.4575214,8.874338,8.485797,11.495157,4.0,4.0,10.184748,7.971659,0.26517892,-0.10300965,-0.10300965,-7.971659,1000.0,1500.0,20.0,0.0,0.0,0.31101355
1.3861425E12,7.4575214,8.874338,8.485797,11.495157,4.0,4.0,10.184748,7.971659,0.26517892,-0.10300965,-0.10300965,-7.971659,1000.0,1500.0,20.0,0.0,0.0,0.31101355
1.3861425E12,7.4592576,9.061737,8.341427,11.132981,4.0,4.0,10.097359,7.900342,0.20863472,-0.08833175,-0.08833175,-7.900342,1000.0,1500.0,20.0,0.0,0.0,0.31285757
1.3861425E12,7.4592576,9.061737,8.341427,11.132981,4.0,4.0,10.097359,7.900342,0.20863472,-0.08833175,-0.08833175,-7.900342,1000.0,1500.0,20.0,0.0,0.0,0.31285757
1.3861425E12,7.458531,8.776199,8.351588,10.935535,4.0,4.0,9.855867,7.90506,0.2176479,-0.089424916,-0.089424916,-7.90506,1000.0,1500.0,20.0,0.0,0.0,0.3127356
1.3861425E12,7.458531,8.776199,8.351588,10.935535,4.0,4.0,9.855867,7.90506,0.2176479,-0.089424916,-0.089424916,-7.90506,1000.0,1500.0,20.0,0.0,0.0,0.3127356
1.3861425E12,7.4523263,8.471069,8.4334135,10.887102,4.0,4.0,9.679086,7.94287,0.24401776,-0.09826681,-0.09826681,-7.94287,1000.0,1500.0,20.0,0.0,0.0,0.31175795
1.3861425E12,7.4523263,8.471069,8.4334135,10.887102,4.0,4.0,9.679086,7.94287,0.24401776,-0.09826681,-0.09826681,-7.94287,1000.0,1500.0,20.0,0.0,0.0,0.31175795
