address,time,value
0014.4F01.0000.3560,2013-09-18 21:39:47.848,25
0014.4F01.0000.3560,2013-09-18 21:39:50.849,24
0014.4F01.0000.3560,2013-09-18 21:39:53.85,25
0014.4F01.0000.3560,2013-09-18 21:39:56.851,25
0014.4F01.0000.3560,2013-09-18 21:39:59.852,24
0014.4F01.0000.3560,2013-09-18 21:40:02.853,24
0014.4F01.0000.3560,2013-09-18 21:40:05.854,25
0014.4F01.0000.3560,2013-09-18 21:40:08.855,25
0014.4F01.0000.3560,2013-09-18 21:40:11.856,24
0014.4F01.0000.3560,2013-09-18 21:40:14.857,25
0014.4F01.0000.3560,2013-09-18 21:40:17.858,25
0014.4F01.0000.3560,2013-09-18 21:40:20.859,25
0014.4F01.0000.3560,2013-09-18 21:40:23.86,24
0014.4F01.0000.3560,2013-09-18 21:40:26.861,25
0014.4F01.0000.3560,2013-09-18 21:40:29.862,25
0014.4F01.0000.3560,2013-09-18 21:40:32.863,25
0014.4F01.0000.7811,2013-09-18 21:40:32.602,22
0014.4F01.0000.3560,2013-09-18 21:40:35.864,25
0014.4F01.0000.7811,2013-09-18 21:40:35.603,22
0014.4F01.0000.3560,2013-09-18 21:40:38.865,24
0014.4F01.0000.7811,2013-09-18 21:40:38.604,22
0014.4F01.0000.3560,2013-09-18 21:40:41.866,25
0014.4F01.0000.7811,2013-09-18 21:40:41.605,22
0014.4F01.0000.3560,2013-09-18 21:40:44.867,25
0014.4F01.0000.7811,2013-09-18 21:40:44.606,22
0014.4F01.0000.3560,2013-09-18 21:40:47.868,25
0014.4F01.0000.7811,2013-09-18 21:40:47.607,22
0014.4F01.0000.3560,2013-09-18 21:40:50.869,24
0014.4F01.0000.7811,2013-09-18 21:40:50.608,22
0014.4F01.0000.3560,2013-09-18 21:40:53.87,25
0014.4F01.0000.7811,2013-09-18 21:40:53.609,22
0014.4F01.0000.3560,2013-09-18 21:40:56.871,25
0014.4F01.0000.7811,2013-09-18 21:40:56.61,22
0014.4F01.0000.3560,2013-09-18 21:40:59.872,25
0014.4F01.0000.7811,2013-09-18 21:40:59.611,22
0014.4F01.0000.3560,2013-09-18 21:41:02.873,24
0014.4F01.0000.7811,2013-09-18 21:41:02.612,22
0014.4F01.0000.3560,2013-09-18 21:41:05.876,24
0014.4F01.0000.7811,2013-09-18 21:41:05.613,22
0014.4F01.0000.3560,2013-09-18 21:41:08.877,25
0014.4F01.0000.7811,2013-09-18 21:41:08.614,22
0014.4F01.0000.3560,2013-09-18 21:41:11.878,25
0014.4F01.0000.7811,2013-09-18 21:41:11.615,22
0014.4F01.0000.3560,2013-09-18 21:41:14.879,24
0014.4F01.0000.7811,2013-09-18 21:41:14.616,22
0014.4F01.0000.3560,2013-09-18 21:41:17.882,24
0014.4F01.0000.7811,2013-09-18 21:41:17.617,22
0014.4F01.0000.3560,2013-09-18 21:41:20.883,25
0014.4F01.0000.7811,2013-09-18 21:41:20.618,23
0014.4F01.0000.3560,2013-09-18 21:41:23.884,25
0014.4F01.0000.7811,2013-09-18 21:41:23.619,22
0014.4F01.0000.3560,2013-09-18 21:41:26.885,24
0014.4F01.0000.7811,2013-09-18 21:41:26.62,22
0014.4F01.0000.3560,2013-09-18 21:41:29.887,24
0014.4F01.0000.7811,2013-09-18 21:41:29.621,22
0014.4F01.0000.3560,2013-09-18 21:41:32.888,25
0014.4F01.0000.7811,2013-09-18 21:41:32.622,23
0014.4F01.0000.3560,2013-09-18 21:41:35.889,25
0014.4F01.0000.7811,2013-09-18 21:41:35.623,23
0014.4F01.0000.3560,2013-09-18 21:41:38.89,24
0014.4F01.0000.7811,2013-09-18 21:41:38.624,23
0014.4F01.0000.3560,2013-09-18 21:41:41.893,24
0014.4F01.0000.7811,2013-09-18 21:41:41.625,23
