address,time,value0014.4F01.0000.3560,2013-09-18 19:03:15.366,27
0014.4F01.0000.3560,2013-09-18 19:03:18.367,27
0014.4F01.0000.3560,2013-09-18 19:03:21.37,27
0014.4F01.0000.3560,2013-09-18 19:03:24.371,28
0014.4F01.0000.3560,2013-09-18 19:03:27.372,27
0014.4F01.0000.3560,2013-09-18 19:03:30.373,27
0014.4F01.0000.3560,2013-09-18 19:03:33.376,28
0014.4F01.0000.3560,2013-09-18 19:03:36.377,27
0014.4F01.0000.3560,2013-09-18 19:03:39.378,27
0014.4F01.0000.3560,2013-09-18 19:03:42.38,27
0014.4F01.0000.3560,2013-09-18 19:03:45.381,28
0014.4F01.0000.3560,2013-09-18 19:03:48.382,28
0014.4F01.0000.3560,2013-09-18 19:03:51.383,27
0014.4F01.0000.3560,2013-09-18 19:03:54.385,28
0014.4F01.0000.3560,2013-09-18 19:03:57.386,28
0014.4F01.0000.3560,2013-09-18 19:04:00.387,28
0014.4F01.0000.3560,2013-09-18 19:04:03.388,28
0014.4F01.0000.3560,2013-09-18 19:04:06.391,28
0014.4F01.0000.3560,2013-09-18 19:04:09.392,28
0014.4F01.0000.3560,2013-09-18 19:04:12.393,28
0014.4F01.0000.3560,2013-09-18 19:04:15.394,28
0014.4F01.0000.3560,2013-09-18 19:04:18.395,28
0014.4F01.0000.3560,2013-09-18 19:04:21.396,28
0014.4F01.0000.3560,2013-09-18 19:04:24.397,28
0014.4F01.0000.3560,2013-09-18 19:04:27.4,29
0014.4F01.0000.3560,2013-09-18 19:04:30.401,28
0014.4F01.0000.3560,2013-09-18 19:04:33.402,29
0014.4F01.0000.3560,2013-09-18 19:04:36.404,28
0014.4F01.0000.3560,2013-09-18 19:04:39.407,28
0014.4F01.0000.3560,2013-09-18 19:04:42.408,29
0014.4F01.0000.3560,2013-09-18 19:04:45.41,28
0014.4F01.0000.3560,2013-09-18 19:04:48.411,28
0014.4F01.0000.3560,2013-09-18 19:04:51.412,29
0014.4F01.0000.3560,2013-09-18 19:04:54.413,28
0014.4F01.0000.3560,2013-09-18 19:04:57.415,28
0014.4F01.0000.3560,2013-09-18 19:05:00.417,28
0014.4F01.0000.3560,2013-09-18 19:05:03.418,29
0014.4F01.0000.3560,2013-09-18 19:05:06.419,28
0014.4F01.0000.3560,2013-09-18 19:05:09.42,28
0014.4F01.0000.3560,2013-09-18 19:05:12.423,29
0014.4F01.0000.3560,2013-09-18 19:05:15.424,29
0014.4F01.0000.3560,2013-09-18 19:05:18.425,28
0014.4F01.0000.3560,2013-09-18 19:05:21.426,29
0014.4F01.0000.3560,2013-09-18 19:05:24.429,28
0014.4F01.0000.3560,2013-09-18 19:05:27.43,29
0014.4F01.0000.3560,2013-09-18 19:05:30.431,28
0014.4F01.0000.3560,2013-09-18 19:05:33.432,28
0014.4F01.0000.3560,2013-09-18 19:05:36.435,29
