address,time,value
0014.4F01.0000.0145,2013-09-26 12:19:38.756,27.75
0014.4F01.0000.3560,2013-09-26 12:19:34.903,83.66
0014.4F01.0000.0145,2013-09-26 12:19:41.757,27.5
0014.4F01.0000.3560,2013-09-26 12:19:37.906,82.03999999999999
0014.4F01.0000.0145,2013-09-26 12:19:44.76,27.5
0014.4F01.0000.3560,2013-09-26 12:19:40.907,82.58000000000001
0014.4F01.0000.0145,2013-09-26 12:19:47.761,27.5
0014.4F01.0000.3560,2013-09-26 12:19:43.909,83.12
0014.4F01.0000.0145,2013-09-26 12:19:50.762,27.75
0014.4F01.0000.3560,2013-09-26 12:19:46.911,83.12
0014.4F01.0000.0145,2013-09-26 12:19:53.763,27.5
0014.4F01.0000.3560,2013-09-26 12:19:49.921,82.58000000000001
0014.4F01.0000.0145,2013-09-26 12:19:56.766,28.0
0014.4F01.0000.3560,2013-09-26 12:19:52.922,82.03999999999999
0014.4F01.0000.0145,2013-09-26 12:19:59.767,27.75
0014.4F01.0000.3560,2013-09-26 12:19:55.923,83.66
0014.4F01.0000.0145,2013-09-26 12:20:02.768,28.25
0014.4F01.0000.0145,2013-09-26 12:20:05.769,28.25
0014.4F01.0000.3560,2013-09-26 12:20:01.927,82.03999999999999
0014.4F01.0000.0145,2013-09-26 12:20:08.772,27.75
0014.4F01.0000.3560,2013-09-26 12:20:04.929,83.12
0014.4F01.0000.0145,2013-09-26 12:20:11.773,27.5
0014.4F01.0000.3560,2013-09-26 12:20:07.93,83.66
0014.4F01.0000.0145,2013-09-26 12:20:14.774,28.25
0014.4F01.0000.3560,2013-09-26 12:20:10.933,82.03999999999999
0014.4F01.0000.0145,2013-09-26 12:20:17.775,28.0
0014.4F01.0000.3560,2013-09-26 12:20:13.936,82.58000000000001
0014.4F01.0000.0145,2013-09-26 12:20:20.776,28.0
0014.4F01.0000.3560,2013-09-26 12:20:16.937,82.58000000000001
0014.4F01.0000.0145,2013-09-26 12:20:23.777,28.0
0014.4F01.0000.3560,2013-09-26 12:20:19.939,83.12
0014.4F01.0000.0145,2013-09-26 12:20:26.778,27.75
0014.4F01.0000.3560,2013-09-26 12:20:22.939,82.03999999999999
0014.4F01.0000.0145,2013-09-26 12:20:29.781,27.75
0014.4F01.0000.3560,2013-09-26 12:20:25.951,82.58000000000001
0014.4F01.0000.0145,2013-09-26 12:20:32.782,27.75
0014.4F01.0000.0145,2013-09-26 12:20:35.783,27.75
