address,time,value
0014.4F01.0000.3560,2013-09-18 20:38:34.165,31
0014.4F01.0000.3560,2013-09-18 20:38:37.166,32
0014.4F01.0000.3560,2013-09-18 20:38:40.167,31
0014.4F01.0000.3560,2013-09-18 20:38:43.168,31
0014.4F01.0000.3560,2013-09-18 20:38:55.172,32
0014.4F01.0000.3560,2013-09-18 20:38:58.173,31
0014.4F01.0000.3560,2013-09-18 20:39:01.174,31
0014.4F01.0000.3560,2013-09-18 20:39:04.175,31
0014.4F01.0000.3560,2013-09-18 20:39:07.176,32
0014.4F01.0000.3560,2013-09-18 20:39:10.177,31
0014.4F01.0000.3560,2013-09-18 20:39:13.178,31
