time,0014.4F01.0000.3560,0014.4F01.0000.7811,0014.4F01.0000.35EC
2013-09-17 21:17:27.287,,69,
2013-09-17 21:17:28.208,,,74
2013-09-17 21:17:29.728,74,,
2013-09-17 21:17:30.288,,69,
2013-09-17 21:17:31.209,,,74
2013-09-17 21:17:32.731,75,,
2013-09-17 21:17:33.289,,69,
2013-09-17 21:17:34.21,,,73
2013-09-17 21:17:35.732,73,,
2013-09-17 21:17:36.29,,69,
2013-09-17 21:17:37.211,,,73
2013-09-17 21:17:38.734,73,,
2013-09-17 21:17:39.291,,69,
2013-09-17 21:17:40.213,,,73
2013-09-17 21:17:41.735,74,,
2013-09-17 21:17:42.292,,69,
2013-09-17 21:17:43.214,,,73
2013-09-17 21:17:44.738,75,,
2013-09-17 21:17:45.293,,69,
2013-09-17 21:17:46.216,,,73
2013-09-17 21:17:47.739,75,,
2013-09-17 21:17:48.294,,69,
2013-09-17 21:17:49.218,,,73
2013-09-17 21:17:50.74,74,,
2013-09-17 21:17:51.295,,69,
2013-09-17 21:17:52.219,,,73
2013-09-17 21:17:53.741,74,,
2013-09-17 21:17:54.296,,69,
2013-09-17 21:17:55.22,,,73
2013-09-17 21:17:56.744,73,,
2013-09-17 21:17:57.297,,69,
2013-09-17 21:17:58.221,,,73
2013-09-17 21:17:59.745,75,,
2013-09-17 21:18:00.298,,69,
2013-09-17 21:18:01.222,,,73
2013-09-17 21:18:02.746,75,,
2013-09-17 21:18:03.299,,69,
2013-09-17 21:18:04.223,,,73
2013-09-17 21:18:05.747,74,,
2013-09-17 21:18:06.3,,69,
2013-09-17 21:18:07.225,,,74
2013-09-17 21:18:08.748,74,,
2013-09-17 21:18:09.301,,69,
2013-09-17 21:18:10.226,,,73
2013-09-17 21:18:11.749,74,,
2013-09-17 21:18:12.302,,69,
2013-09-17 21:18:13.227,,,73
2013-09-17 21:18:14.75,74,,
2013-09-17 21:18:15.303,,69,
2013-09-17 21:18:16.228,,,73
2013-09-17 21:18:17.753,74,,
2013-09-17 21:18:18.304,,69,
2013-09-17 21:18:19.229,,,73
2013-09-17 21:18:20.754,75,,
2013-09-17 21:18:21.305,,69,
2013-09-17 21:18:22.231,,,73
2013-09-17 21:18:23.755,74,,
2013-09-17 21:18:24.306,,69,
2013-09-17 21:18:25.232,,,73
2013-09-17 21:18:26.756,74,,
2013-09-17 21:18:27.307,,69,
2013-09-17 21:18:28.233,,,73
2013-09-17 21:18:29.759,74,,
2013-09-17 21:18:30.308,,69,
2013-09-17 21:18:31.234,,,73
2013-09-17 21:18:32.76,74,,
2013-09-17 21:18:33.309,,69,
2013-09-17 21:18:34.236,,,73
2013-09-17 21:18:35.762,74,,
2013-09-17 21:18:36.31,,69,
2013-09-17 21:18:37.237,,,74
2013-09-17 21:18:38.763,74,,
2013-09-17 21:18:39.311,,69,
2013-09-17 21:18:40.238,,,73
2013-09-17 21:18:41.766,73,,
2013-09-17 21:18:42.312,,69,
2013-09-17 21:18:43.24,,,74
2013-09-17 21:18:44.767,75,,
2013-09-17 21:18:45.313,,69,
2013-09-17 21:18:46.241,,,74
2013-09-17 21:18:47.768,75,,
2013-09-17 21:18:48.314,,69,
2013-09-17 21:18:49.242,,,73
2013-09-17 21:18:50.769,74,,
2013-09-17 21:18:51.315,,69,
2013-09-17 21:18:52.243,,,74
2013-09-17 21:18:53.772,74,,
2013-09-17 21:18:54.317,,69,
2013-09-17 21:18:55.244,,,74
2013-09-17 21:18:56.773,75,,
2013-09-17 21:18:57.318,,69,
2013-09-17 21:18:58.245,,,73
2013-09-17 21:18:59.774,74,,
2013-09-17 21:19:00.319,,69,
2013-09-17 21:19:01.246,,,74
2013-09-17 21:19:02.775,75,,
2013-09-17 21:19:03.32,,69,
2013-09-17 21:19:04.247,,,74
2013-09-17 21:19:05.776,74,,
2013-09-17 21:19:06.321,,69,
2013-09-17 21:19:07.248,,,74
2013-09-17 21:19:08.777,75,,
2013-09-17 21:19:09.323,,69,
2013-09-17 21:19:10.249,,,74
2013-09-17 21:19:11.778,74,,
2013-09-17 21:19:12.324,,69,
2013-09-17 21:19:13.25,,,73
2013-09-17 21:19:14.779,74,,
2013-09-17 21:19:15.325,,69,
2013-09-17 21:19:16.251,,,74
2013-09-17 21:19:17.78,74,,
2013-09-17 21:19:18.326,,69,
2013-09-17 21:19:19.252,,,73
2013-09-17 21:19:20.781,74,,
2013-09-17 21:19:21.327,,69,
2013-09-17 21:19:22.253,,,74
2013-09-17 21:19:23.782,74,,
2013-09-17 21:19:24.328,,69,
2013-09-17 21:19:25.254,,,74
2013-09-17 21:19:26.784,74,,
2013-09-17 21:19:27.329,,69,
2013-09-17 21:19:28.255,,,73
2013-09-17 21:19:29.785,75,,
2013-09-17 21:19:30.33,,69,
2013-09-17 21:19:31.257,,,73
2013-09-17 21:19:32.786,75,,
2013-09-17 21:19:33.331,,69,
2013-09-17 21:19:34.258,,,74
2013-09-17 21:19:35.789,74,,
2013-09-17 21:19:36.332,,69,
2013-09-17 21:19:37.259,,,74
2013-09-17 21:19:39.333,,69,
2013-09-17 21:19:40.26,,,73
2013-09-17 21:19:41.791,74,,
2013-09-17 21:19:42.334,,69,
2013-09-17 21:19:43.261,,,72
2013-09-17 21:19:44.792,75,,
2013-09-17 21:19:45.335,,69,
2013-09-17 21:19:46.262,,,73
2013-09-17 21:19:47.795,75,,
2013-09-17 21:19:48.336,,69,
2013-09-17 21:19:49.263,,,72
2013-09-17 21:19:50.796,73,,
2013-09-17 21:19:51.337,,69,
