1.386381617478E12,88,164,83,191,1810,1300,191
1.386381617732E12,88,236,84,241,1760,1300,191
1.386381617989E12,86,196,85,185,1700,1300,191
1.386381618247E12,83,215,85,255,1650,1300,191
1.386381618502E12,83,255,84,180,1590,1300,191
1.386381618761E12,78,127,83,255,1520,1300,191
1.386381619025E12,75,128,81,146,1420,1300,191
1.386381619283E12,71,128,78,144,1350,1300,191
1.38638161954E12,61,128,74,149,1250,1300,191
1.386381619797E12,125,130,77,149,1140,1300,191
1.386381620058E12,141,129,181,150,1200,1300,191
1.386381620314E12,255,129,147,151,1260,1300,191
1.386381620571E12,255,127,212,148,1320,1300,191
1.386381620828E12,255,119,255,141,1400,1300,191
1.386381621084E12,255,119,255,139,1450,1300,191
1.38638162134E12,255,115,255,133,1510,1300,191
1.386381621602E12,150,118,255,145,1590,1300,191
1.386381621859E12,255,112,255,124,1600,1300,191
1.386381622117E12,255,107,255,123,1690,1300,191
1.386381622374E12,255,101,255,118,1760,1300,191
1.386381622631E12,255,102,255,116,1800,1300,191
1.386381622891E12,177,102,255,115,1850,1300,191
1.386381623146E12,84,108,255,117,1770,1300,191
1.386381623403E12,76,112,195,119,1700,1300,191
1.386381623668E12,71,118,77,127,1830,1300,191
1.386381623926E12,68,122,72,127,1760,1300,191
1.386381624184E12,62,129,69,139,1690,1300,191
1.386381624441E12,55,126,66,149,1650,1300,191
1.386381624698E12,48,200,60,152,1570,1300,191
1.386381624955E12,42,134,53,163,1490,1300,191
1.386381625215E12,35,192,46,168,1410,1300,191
1.386381625473E12,26,255,39,153,1320,1300,191
1.386381625729E12,20,231,34,255,1250,1300,191
1.386381625986E12,18,187,30,152,1190,1300,191
1.386381626243E12,17,195,26,198,1130,1300,191
1.386381626499E12,16,84,23,166,1100,1300,191
1.386381626753E12,16,121,21,171,1100,1300,191
1.386381627008E12,17,141,20,162,1100,1300,191
1.386381627264E12,19,255,20,221,1190,1300,191
1.386381627522E12,24,219,22,178,1250,1300,191
1.386381627778E12,31,144,26,161,1290,1300,191
1.386381628035E12,37,122,31,159,1400,1300,191
1.386381628298E12,42,125,36,158,1480,1300,191
1.386381628555E12,48,122,41,160,1550,1300,191
1.386381628813E12,54,132,46,148,1580,1300,191
1.38638162907E12,60,242,52,146,1700,1300,191
1.386381629327E12,65,193,57,207,1770,1300,191
1.386381629582E12,68,145,62,156,1750,1300,191
1.386381629841E12,70,141,66,173,1760,1300,191
1.386381630098E12,70,139,68,255,1710,1300,191
1.386381630355E12,70,211,69,144,1660,1300,191
1.386381630615E12,70,173,70,199,1610,1300,191
1.386381630873E12,69,179,70,206,1550,1300,191
1.386381631135E12,68,215,69,197,1490,1300,191
1.386381631396E12,67,164,69,255,1440,1300,191
1.386381631653E12,67,102,70,159,1390,1300,191
1.386381631911E12,67,118,70,162,1380,1300,191
1.386381632165E12,67,110,69,127,1370,1300,191
1.386381632422E12,67,114,68,129,1420,1300,191
1.386381632676E12,69,113,69,123,1450,1300,191
1.386381632943E12,68,120,70,138,1400,1300,191
1.3863816332E12,69,116,69,125,1450,1300,191
1.386381633458E12,72,112,71,123,1520,1300,191
1.386381633712E12,73,108,73,122,1500,1300,191
1.386381633968E12,74,108,74,119,1470,1300,191
1.386381634226E12,76,106,74,123,1530,1300,191
1.386381634482E12,76,106,75,117,1550,1300,191
1.38638163474E12,76,106,78,123,1500,1300,191
1.386381634999E12,79,105,77,116,1560,1300,191
1.386381635263E12,78,104,79,117,1510,1300,191
1.386381635517E12,79,105,79,116,1510,1300,191
1.386381635776E12,78,106,79,116,1480,1300,191
1.386381636031E12,79,105,80,116,1460,1300,191
1.386381636285E12,78,105,80,116,1440,1300,191
1.386381636537E12,78,107,80,120,1420,1300,191
1.386381636792E12,79,104,80,106,1470,1300,191
1.386381637047E12,79,105,80,117,1480,1300,191
1.386381637304E12,76,106,79,113,1410,1300,191
1.386381637558E12,79,105,81,116,1440,1300,191
1.386381637822E12,80,103,80,113,1490,1300,191
1.38638163808E12,80,100,78,112,1540,1300,191
1.386381638338E12,82,113,77,112,1590,1300,191
1.386381638598E12,87,135,79,122,1650,1300,191
1.386381638858E12,86,120,78,132,1700,1300,191
1.386381639116E12,84,115,86,145,1710,1300,191
1.386381639373E12,82,106,83,115,1610,1300,191
1.38638163963E12,76,120,80,134,1530,1300,191
1.386381639889E12,74,118,79,118,1470,1300,191
1.386381640146E12,72,115,77,122,1410,1300,191
1.386381640402E12,69,118,75,125,1350,1300,191
1.386381640659E12,67,135,71,128,1280,1300,191
1.386381640916E12,65,131,70,136,1220,1300,191
1.386381641178E12,67,121,69,152,1320,1300,191
1.386381641432E12,66,137,70,249,1310,1300,191
1.386381641689E12,66,147,65,141,1310,1300,191
1.386381641947E12,67,159,64,173,1360,1300,191
1.386381642203E12,67,161,64,255,1460,1300,191
1.386381642468E12,70,111,66,255,1520,1300,191
1.386381642725E12,75,105,69,115,1540,1300,191
1.386381642983E12,74,103,70,117,1600,1300,191
1.38638164324E12,83,101,71,118,1660,1300,191
1.386381643498E12,83,101,77,111,1740,1300,191
1.386381643756E12,83,101,81,114,1700,1300,191
1.386381644014E12,81,103,82,110,1640,1300,191
1.38638164427E12,80,104,82,112,1590,1300,191
1.386381644528E12,78,108,81,118,1530,1300,191
1.386381644786E12,75,115,79,119,1460,1300,191
1.386381645044E12,71,120,78,142,1440,1300,191
1.3863816453E12,101,241,75,120,1470,1300,191
1.386381645553E12,135,176,91,255,1470,1300,191
1.386381645806E12,118,200,52,255,1470,1300,191
1.386381646061E12,80,87,48,255,1430,1300,191
1.386381646317E12,69,168,47,214,1490,1300,191
1.386381646574E12,113,116,42,100,1380,1300,191
1.386381646831E12,68,121,45,139,1370,1300,191
1.386381647094E12,65,117,66,133,1470,1300,191
1.386381647354E12,65,120,67,136,1420,1300,191
1.386381647612E12,64,127,68,127,1360,1300,191
1.386381647871E12,63,123,67,137,1310,1300,191
1.386381648125E12,62,124,66,131,1290,1300,191
1.386381648383E12,64,120,63,133,1340,1300,191
1.386381648641E12,66,119,67,127,1410,1300,191
1.3863816489E12,68,114,68,131,1470,1300,191
1.386381649156E12,71,111,69,126,1530,1300,191
1.386381649413E12,74,108,71,122,1590,1300,191
1.386381649671E12,72,107,73,121,1540,1300,191
1.386381650186E12,78,104,71,118,1540,1300,191
