turn,1750
turn,2000
turn,2000
turn,1750
turn,1500
turn,1250
speed,1450
speed,1400
speed,1350
speed,1400
speed,1450
speed,1500
turn,1500
turn,1250
turn,1000
speed,1450
turn,1250
turn,1000
speed,1500
turn,1000
turn,1250
turn,1000
speed,1450
turn,1250
turn,1000
speed,1500
turn,1250
turn,1000
speed,1450
turn,1250
turn,1000
speed,1400
turn,1250
turn,1000
speed,1350
turn,1250
