time,LF,RF,LR,RR,setTurn,setSpeed,booleans,,,
1.39E+12,17,58,34,85,1670,1500,191,,2.64E+02,
1.39E+12,19,53,32,77,1670,1500,191,,2.64E+02,
1.39E+12,16,48,34,42,1670,1500,191,,2.68E+02,
1.39E+12,18,42,29,255,1670,1500,191,,2.78E+02,
1.39E+12,17,29,29,123,1670,1500,191,,2.70E+02,
1.39E+12,18,29,30,90,1670,1500,191,,2.68E+02,
1.39E+12,17,39,28,77,1670,1500,191,,2.65E+02,
1.39E+12,18,49,34,80,1670,1500,191,,2.71E+02,
1.39E+12,18,58,28,87,1670,1500,191,,2.69E+02,
1.39E+12,17,63,36,87,1670,1500,191,,2.67E+02,
1.39E+12,18,71,26,75,1670,1500,191,,2.70E+02,
1.39E+12,17,74,25,116,1670,1500,191,,2.71E+02,
1.39E+12,17,94,25,104,1670,1500,191,,2.66E+02,
1.39E+12,15,101,31,122,1670,1500,191,,2.74E+02,
1.39E+12,18,83,28,100,1670,1500,191,,2.68E+02,
1.39E+12,16,89,21,118,1670,1500,191,,2.71E+02,
1.39E+12,17,96,23,114,1670,1500,191,,2.64E+02,
1.39E+12,16,96,27,114,1670,1500,191,,2.65E+02,
1.39E+12,17,94,31,118,1670,1500,191,,2.69E+02,
1.39E+12,15,97,19,121,1670,1500,191,,2.72E+02,
1.39E+12,16,93,25,111,1670,1500,191,,5.34E+02,
1.39E+12,15,89,25,110,1670,1500,191,,2.65E+02,
1.39E+12,16,94,31,110,1670,1500,191,,2.77E+02,
1.39E+12,15,94,20,115,1670,1500,191,,2.69E+02,
1.39E+12,16,103,25,122,1670,1500,191,,2.68E+02,
1.39E+12,16,106,24,121,1670,1500,191,,2.64E+02,
1.39E+12,15,102,20,255,1670,1500,191,,2.70E+02,
1.39E+12,16,218,28,255,1670,1500,191,,2.71E+02,
1.39E+12,15,255,19,255,1670,1500,191,,2.70E+02,
1.39E+12,16,255,20,255,1670,1500,191,,2.65E+02,
1.39E+12,16,255,24,255,1670,1500,191,,2.70E+02,
1.39E+12,16,255,25,255,1670,1500,191,,2.73E+02,
1.39E+12,16,255,16,255,1670,1500,191,,2.85E+02,
1.39E+12,16,255,15,255,1670,1500,191,,2.72E+02,
1.39E+12,15,255,38,255,1670,1500,191,,2.77E+02,
1.39E+12,16,255,27,255,1670,1500,191,,2.69E+02,
1.39E+12,15,255,38,255,1670,1500,191,,2.72E+02,
1.39E+12,18,255,37,255,1670,1500,191,,2.63E+02,
1.39E+12,15,255,15,255,1670,1500,191,,2.76E+02,
1.39E+12,17,91,18,116,1670,1500,191,,2.73E+02,
1.39E+12,16,99,22,113,1670,1500,191,,2.75E+02,
1.39E+12,16,100,40,118,1670,1500,191,,2.75E+02,
1.39E+12,17,94,19,114,1670,1500,191,,2.78E+02,
1.39E+12,16,97,16,115,1670,1500,191,,2.76E+02,
1.39E+12,16,95,16,108,1670,1500,191,,2.67E+02,
1.39E+12,16,92,16,104,1670,1500,191,,2.66E+02,
1.39E+12,15,88,37,95,1670,1500,191,,2.69E+02,
1.39E+12,16,85,19,98,1670,1500,191,,2.87E+02,
1.39E+12,15,92,38,105,1670,1500,191,,2.76E+02,
1.39E+12,15,97,33,104,1670,1500,191,,2.80E+02,
1.39E+12,16,97,40,101,1670,1500,191,,2.78E+02,
1.39E+12,16,90,39,108,1670,1500,191,,2.80E+02,
1.39E+12,16,89,43,104,1670,1500,191,,2.79E+02,
1.39E+12,15,93,45,107,1670,1500,191,,2.72E+02,
1.39E+12,15,90,34,102,1670,1500,191,,2.76E+02,
1.39E+12,15,93,40,100,1670,1500,191,,2.80E+02,
1.39E+12,41,88,36,103,1670,1500,191,,2.77E+02,
1.39E+12,40,91,40,108,1510,1500,191,,2.70E+02,
1.39E+12,41,91,92,104,1510,1500,191,,2.81E+02,
1.39E+12,90,91,95,103,1510,1500,191,,2.83E+02,
1.39E+12,96,91,92,102,1510,1500,191,,2.71E+02,
1.39E+12,96,88,92,103,1510,1500,191,,2.69E+02,
1.39E+12,93,92,92,102,1510,1500,191,,2.82E+02,
1.39E+12,93,91,95,104,1510,1500,191,,2.75E+02,
1.39E+12,93,88,95,108,1510,1500,191,,2.75E+02,
1.39E+12,55,88,91,104,1510,1500,191,,2.79E+02,
1.39E+12,57,89,52,100,1510,1500,191,,2.81E+02,
1.39E+12,57,90,50,102,1510,1500,191,,2.72E+02,
1.39E+12,82,90,47,103,1510,1500,191,,2.81E+02,
1.39E+12,83,90,48,105,1510,1500,191,,2.72E+02,
1.39E+12,85,90,48,101,1510,1500,191,,2.69E+02,
1.39E+12,83,85,48,101,1510,1500,191,,2.81E+02,
1.39E+12,85,89,48,104,1510,1500,191,,2.74E+02,
1.39E+12,83,91,48,103,1510,1500,191,,2.75E+02,
1.39E+12,79,91,49,105,1510,1400,191,,2.67E+02,
1.39E+12,93,104,47,108,1510,1300,191,,2.72E+02,
1.39E+12,96,88,69,104,1510,1300,191,,2.81E+02,
1.39E+12,95,91,53,125,1510,1200,191,,2.80E+02,
1.39E+12,96,91,96,97,1510,1200,191,,2.74E+02,
1.39E+12,100,90,94,99,1510,1200,191,,2.72E+02,
1.39E+12,159,86,45,95,1510,1200,191,,2.65E+02,
1.39E+12,175,92,182,95,1510,1200,191,,2.72E+02,
1.39E+12,169,88,194,94,1510,1200,191,,2.78E+02,
1.39E+12,159,84,201,97,1510,1200,191,,2.74E+02,
1.39E+12,230,86,125,95,1510,1200,191,,2.79E+02,
1.39E+12,215,85,146,95,1510,1200,191,,2.68E+02,
1.39E+12,255,85,151,92,1510,1200,191,,2.74E+02,
1.39E+12,106,89,224,95,1510,1200,191,,2.74E+02,
1.39E+12,103,255,101,255,1510,1200,191,,2.78E+02,
1.39E+12,101,255,102,255,1510,1200,191,,2.75E+02,
1.39E+12,102,255,101,255,1510,1200,191,,2.73E+02,
1.39E+12,102,255,101,255,1570,1200,191,,2.77E+02,
1.39E+12,103,255,101,255,1570,1200,191,,2.69E+02,
1.39E+12,102,255,100,255,1570,1200,191,,2.71E+02,
1.39E+12,99,255,101,255,1570,1200,191,,2.69E+02,
1.39E+12,99,138,100,210,1570,1200,191,,2.69E+02,
1.39E+12,96,91,98,255,1420,1200,191,,5.49E+02,
1.39E+12,92,95,95,100,1420,1200,191,,2.81E+02,
1.39E+12,94,93,96,100,1420,1200,191,,2.78E+02,
1.39E+12,94,88,92,101,1420,1200,191,,2.76E+02,
1.39E+12,96,88,95,97,1420,1200,191,,2.66E+02,
1.39E+12,103,85,99,95,1420,1200,191,,2.69E+02,
1.39E+12,104,81,102,92,1420,1200,191,,2.69E+02,
1.39E+12,114,77,104,83,1420,1200,191,,2.73E+02,
1.39E+12,113,70,113,82,1560,1200,191,,2.91E+02,
1.39E+12,121,61,119,70,1560,1200,191,,5.39E+02,
1.39E+12,128,57,124,65,1560,1200,191,,2.74E+02,
1.39E+12,148,52,127,60,1560,1200,191,,2.71E+02,
1.39E+12,159,62,247,55,1560,1200,191,,2.80E+02,
1.39E+12,237,59,185,69,1560,1200,191,,2.77E+02,
1.39E+12,255,57,151,64,1560,1200,191,,2.78E+02,
1.39E+12,253,42,197,60,1560,1200,191,,2.80E+02,
1.39E+12,139,40,185,44,1560,1200,191,,2.80E+02,
1.39E+12,148,38,194,41,1560,1200,191,,2.70E+02,
1.39E+12,153,36,173,39,1560,1200,191,,2.67E+02,
1.39E+12,130,34,146,37,1000,1200,191,,2.86E+02,
1.39E+12,134,34,143,35,1000,1200,191,,2.73E+02,
1.39E+12,125,128,151,30,1000,1200,191,,2.73E+02,
1.39E+12,255,155,164,59,1000,1200,191,,2.76E+02,
1.39E+12,255,146,184,101,1000,1200,191,,2.81E+02,
1.39E+12,255,137,167,119,1000,1200,191,,2.75E+02,
1.39E+12,255,130,255,119,1000,1200,191,,2.80E+02,
1.39E+12,255,120,182,128,1000,1200,191,,2.71E+02,
1.39E+12,255,117,185,122,1000,1200,191,,2.78E+02,
1.39E+12,92,109,61,110,1000,1200,191,,2.84E+02,
1.39E+12,96,97,48,107,1000,1200,191,,2.77E+02,
1.39E+12,117,100,113,100,1000,1200,191,,2.74E+02,
1.39E+12,221,82,102,86,1000,1200,191,,2.77E+02,
1.39E+12,255,72,173,99,1000,1500,191,,2.88E+02,
1.39E+12,255,57,255,78,1000,1500,191,,2.82E+02,
1.39E+12,255,55,230,77,1000,1500,191,,2.69E+02,
1.39E+12,255,56,37,81,1000,1500,191,,2.66E+02,
1.39E+12,255,55,95,75,1000,1500,191,,2.69E+02,
1.39E+12,255,56,194,77,1000,1500,191,,2.74E+02,
1.39E+12,255,55,255,77,1000,1500,191,,2.65E+02,
1.39E+12,255,56,246,69,1000,1500,191,,2.69E+02,
1.39E+12,255,55,255,83,1000,1500,191,,2.76E+02,
1.39E+12,255,54,255,77,1000,1500,191,,2.67E+02,
1.39E+12,255,55,255,76,1000,1500,191,,2.66E+02,
1.39E+12,255,56,245,77,1000,1500,191,,2.66E+02,
1.39E+12,255,55,195,76,1000,1500,191,,2.65E+02,
1.39E+12,255,54,108,73,1000,1500,191,,2.68E+02,
1.39E+12,255,54,50,78,1000,1500,191,,2.69E+02,
1.39E+12,255,56,46,81,1000,1500,191,,2.68E+02,
1.39E+12,255,56,45,77,1000,1500,191,,2.82E+02,
1.39E+12,255,56,45,75,1000,1500,191,,2.66E+02,
1.39E+12,255,54,44,74,1000,1500,191,,2.68E+02,
1.39E+12,255,55,43,78,1000,1500,191,,2.65E+02,
1.39E+12,255,53,44,75,1000,1500,191,,2.76E+02,
1.39E+12,255,57,44,82,1000,1500,191,,2.72E+02,
1.39E+12,255,54,39,74,1000,1500,191,,2.73E+02,
1.39E+12,255,56,41,75,1000,1500,191,,2.70E+02,
1.39E+12,255,55,42,79,1000,1500,191,,2.65E+02,
1.39E+12,255,55,43,75,1000,1500,191,,2.65E+02,
1.39E+12,255,56,42,75,1000,1500,191,,2.70E+02,
1.39E+12,255,54,33,71,1000,1500,191,,2.66E+02,
1.39E+12,255,55,32,79,1000,1500,191,,2.73E+02,
1.39E+12,255,55,31,78,1000,1500,191,,2.68E+02,
1.39E+12,255,55,35,77,1000,1500,191,,2.69E+02,
1.39E+12,255,55,37,77,1000,1500,191,,2.73E+02,
1.39E+12,255,55,38,77,1000,1500,191,,2.66E+02,
1.39E+12,255,54,38,74,1000,1500,191,,2.71E+02,
1.39E+12,255,54,38,81,1000,1500,191,,2.72E+02,
1.39E+12,255,57,37,77,1000,1500,191,,2.72E+02,
1.39E+12,255,56,37,78,1000,1500,191,,2.66E+02,
1.39E+12,255,56,36,75,1000,1500,191,,2.65E+02,
1.39E+12,255,55,36,80,1000,1500,191,,2.66E+02,
1.39E+12,255,54,37,77,1000,1500,191,,2.69E+02,
1.39E+12,255,56,37,71,1000,1500,191,,2.71E+02,
1.39E+12,255,56,37,82,1000,1500,191,,2.74E+02,
1.39E+12,255,54,37,77,1000,1500,191,,2.72E+02,
1.39E+12,255,56,37,75,1000,1500,191,,2.69E+02,
1.39E+12,255,54,38,77,1000,1500,191,,2.65E+02,
1.39E+12,255,55,37,78,1000,1500,191,,2.65E+02,
1.39E+12,255,55,37,73,1000,1500,191,,2.75E+02,
1.39E+12,255,55,37,73,1000,1500,191,,2.65E+02,
1.39E+12,255,54,37,78,1000,1500,191,,2.73E+02,
1.39E+12,255,57,37,79,1000,1500,191,,2.68E+02,
1.39E+12,255,55,37,78,1000,1500,191,,2.65E+02,
1.39E+12,255,54,37,75,1000,1500,191,,2.70E+02,
1.39E+12,255,56,37,76,1000,1500,191,,2.69E+02,
1.39E+12,255,56,36,75,1000,1500,191,,2.65E+02,
1.39E+12,255,55,36,82,1000,1500,191,,2.74E+02,
1.39E+12,255,55,37,81,1000,1500,191,,2.69E+02,
1.39E+12,255,55,37,77,1000,1500,191,,2.69E+02,
1.39E+12,255,54,37,75,1000,1500,191,,2.66E+02,
1.39E+12,255,55,36,76,1000,1500,191,,2.65E+02,
1.39E+12,255,55,36,77,1000,1500,191,,2.65E+02,
1.39E+12,255,55,37,75,1000,1500,191,,2.65E+02,
1.39E+12,255,56,37,73,1000,1500,191,,2.76E+02,
1.39E+12,255,55,37,82,1000,1500,191,,2.74E+02,
1.39E+12,255,55,38,78,1000,1500,191,,2.69E+02,
1.39E+12,255,55,38,76,1000,1500,191,,2.65E+02,
1.39E+12,255,55,38,74,1000,1500,191,,2.69E+02,
1.39E+12,255,55,38,78,1000,1500,191,,2.66E+02,
1.39E+12,255,55,38,79,1000,1500,191,,2.66E+02,
1.39E+12,255,55,37,70,1000,1500,191,,2.71E+02,
1.39E+12,255,55,37,82,1000,1500,191,,2.73E+02,
1.39E+12,255,57,36,77,1000,1500,191,,2.69E+02,
1.39E+12,255,54,36,77,1000,1500,191,,2.67E+02,
1.39E+12,255,55,35,77,1000,1500,191,,2.65E+02,
1.39E+12,255,56,35,75,1000,1500,191,,2.65E+02,
1.39E+12,255,56,34,71,1000,1500,191,,2.69E+02,
1.39E+12,255,55,34,81,1000,1500,191,,2.76E+02,
1.39E+12,255,55,35,79,1000,1500,191,,2.83E+02,
1.39E+12,255,56,36,79,1000,1500,191,,2.71E+02,
1.39E+12,255,56,37,75,1000,1500,191,,2.66E+02,
1.39E+12,255,56,37,78,1000,1500,191,,2.65E+02,
1.39E+12,255,55,38,75,1000,1500,191,,2.65E+02,
1.39E+12,255,54,39,73,1000,1500,191,,2.65E+02,
1.39E+12,255,55,43,78,1000,1500,191,,2.72E+02,
1.39E+12,255,57,44,80,1000,1500,191,,2.69E+02,
1.39E+12,255,54,45,77,1000,1500,191,,2.67E+02,
1.39E+12,255,55,42,79,1000,1500,191,,2.72E+02,
1.39E+12,255,56,36,78,1000,1500,191,,2.65E+02,
1.39E+12,255,54,35,77,1000,1500,191,,2.65E+02,
1.39E+12,255,56,36,77,1000,1500,191,,2.74E+02,
1.39E+12,255,54,37,73,1000,1500,191,,2.66E+02,
1.39E+12,255,55,37,77,1000,1500,191,,2.68E+02,
1.39E+12,255,55,36,77,1000,1500,191,,2.69E+02,
1.39E+12,255,56,37,67,1000,1500,191,,2.81E+02,
1.39E+12,255,57,37,77,1000,1500,191,,2.66E+02,
1.39E+12,255,56,36,77,1000,1500,191,,2.71E+02,
1.39E+12,255,54,37,74,1000,1500,191,,2.66E+02,
1.39E+12,255,55,38,82,1000,1500,191,,2.72E+02,
1.39E+12,255,54,28,77,1000,1500,191,,2.76E+02,
1.39E+12,255,55,32,76,1000,1500,191,,2.71E+02,
1.39E+12,255,55,37,81,1000,1500,191,,2.66E+02,
1.39E+12,255,54,15,75,1000,1500,191,,2.69E+02,
1.39E+12,255,56,17,74,1000,1500,191,,2.66E+02,
1.39E+12,255,55,38,75,1000,1500,191,,2.65E+02,
1.39E+12,255,56,38,75,1000,1500,191,,2.71E+02,
1.39E+12,255,57,38,81,1000,1500,191,,2.67E+02,
1.39E+12,255,54,38,77,1000,1500,191,,2.68E+02,
1.39E+12,255,55,38,80,1000,1500,191,,2.64E+02,
1.39E+12,255,55,39,78,1000,1500,191,,2.76E+02,
1.39E+12,255,54,38,75,1000,1500,191,,2.66E+02,
1.39E+12,255,54,30,69,1000,1500,191,,2.78E+02,
1.39E+12,255,55,33,85,1000,1500,191,,2.66E+02,
1.39E+12,255,56,19,76,1000,1500,191,,2.74E+02,
1.39E+12,255,57,17,76,1000,1500,191,,2.66E+02,
1.39E+12,255,56,25,75,1000,1500,191,,2.68E+02,
1.39E+12,255,55,35,77,1000,1500,191,,2.65E+02,
1.39E+12,255,54,34,72,1000,1500,191,,2.69E+02,
1.39E+12,255,56,26,79,1000,1500,191,,2.68E+02,
1.39E+12,255,59,16,65,1000,1500,191,,2.77E+02,
1.39E+12,255,58,19,83,1000,1500,191,,2.78E+02,
1.39E+12,194,59,45,82,1000,1500,191,,2.72E+02,
1.39E+12,40,57,44,87,1000,1500,191,,2.74E+02,
1.39E+12,30,67,27,63,1000,1500,191,,2.92E+02,
1.39E+12,27,57,32,88,1000,1500,191,,2.81E+02,
1.39E+12,27,63,29,117,1000,1500,191,,2.80E+02,
1.39E+12,28,82,21,125,1000,1500,191,,2.70E+02,
1.39E+12,27,89,24,138,1000,1500,191,,2.68E+02,
1.39E+12,28,97,22,145,1000,1500,191,,2.69E+02,
1.39E+12,23,101,24,151,1000,1500,191,,2.73E+02,
1.39E+12,25,110,25,160,1000,1500,191,,2.70E+02,
1.39E+12,27,110,22,217,1000,1500,191,,2.75E+02,
1.39E+12,26,174,23,255,1000,1500,191,,2.68E+02,
1.39E+12,22,255,24,89,1000,1500,191,,2.71E+02,
1.39E+12,23,195,24,210,1000,1500,191,,2.70E+02,
1.39E+12,35,215,23,211,1000,1500,191,,2.74E+02,
1.39E+12,255,194,21,187,1000,1500,191,,2.65E+02,
1.39E+12,255,175,21,185,1000,1500,191,,2.67E+02,
1.39E+12,27,155,21,179,1000,1500,191,,2.79E+02,
1.39E+12,255,149,19,144,1000,1500,191,,2.69E+02,
1.39E+12,255,133,17,134,1000,1500,191,,2.68E+02,
1.39E+12,182,255,19,255,1000,1500,191,,2.66E+02,
1.39E+12,28,255,19,255,1000,1500,191,,2.69E+02,
1.39E+12,163,246,20,255,1000,1500,191,,2.63E+02,
1.39E+12,155,255,18,255,1000,1500,191,,2.66E+02,
1.39E+12,255,255,19,255,1000,1500,191,,2.65E+02,
1.39E+12,24,128,20,255,1000,1500,191,,2.74E+02,
1.39E+12,23,164,23,140,1000,1500,191,,2.68E+02,
1.39E+12,22,125,20,233,1000,1500,191,,2.68E+02,
1.39E+12,26,159,20,168,1000,1500,191,,2.72E+02,
1.39E+12,25,163,22,178,1000,1500,191,,2.75E+02,
1.39E+12,26,160,20,233,1000,1500,191,,2.67E+02,
1.39E+12,31,216,20,255,1000,1500,191,,2.68E+02,
1.39E+12,61,255,21,255,1000,1500,191,,2.71E+02,
1.39E+12,93,255,20,255,1000,1500,191,,2.72E+02,
1.39E+12,22,255,23,127,1000,1500,191,,2.80E+02,
1.39E+12,21,255,21,255,1000,1500,191,,2.68E+02,
1.39E+12,26,255,22,255,1000,1500,191,,2.69E+02,
1.39E+12,28,255,21,255,1000,1500,191,,2.72E+02,
1.39E+12,25,255,21,255,1000,1500,191,,2.79E+02,
1.39E+12,25,255,22,255,1000,1500,191,,2.70E+02,
1.39E+12,26,255,22,255,1000,1500,191,,2.64E+02,
1.39E+12,26,255,20,255,1000,1500,191,,2.65E+02,
1.39E+12,28,255,20,255,1000,1500,191,,2.64E+02,
1.39E+12,28,255,20,255,1000,1500,191,,2.68E+02,
1.39E+12,25,255,21,255,1000,1500,191,,2.65E+02,
1.39E+12,23,255,22,255,1000,1500,191,,2.67E+02,
1.39E+12,28,255,20,255,1000,1500,191,,2.72E+02,
1.39E+12,28,255,19,255,1000,1500,191,,2.74E+02,
1.39E+12,25,255,21,255,1000,1500,191,,2.76E+02,
1.39E+12,24,255,22,255,1000,1500,191,,2.65E+02,
1.39E+12,29,255,21,255,1000,1500,191,,2.66E+02,
1.39E+12,27,255,19,255,1000,1500,191,,2.67E+02,
1.39E+12,25,255,22,255,1000,1500,191,,2.66E+02,
1.39E+12,24,255,22,255,1000,1500,191,,2.71E+02,
1.39E+12,26,255,21,255,1000,1500,191,,2.71E+02,
1.39E+12,28,255,21,255,1000,1500,191,,2.64E+02,
1.39E+12,26,255,19,255,1000,1500,191,,2.66E+02,
1.39E+12,24,255,23,255,1000,1500,191,,2.67E+02,
1.39E+12,24,255,21,255,1000,1500,191,,2.64E+02,
1.39E+12,30,255,21,255,1000,1500,191,,2.71E+02,
1.39E+12,28,255,19,255,1000,1500,191,,2.73E+02,
1.39E+12,27,255,22,255,1000,1500,191,,2.72E+02,
1.39E+12,24,255,21,255,1000,1500,191,,2.69E+02,
1.39E+12,28,255,21,255,1000,1500,191,,2.73E+02,
1.39E+12,29,255,20,255,1000,1500,191,,2.63E+02,
1.39E+12,28,255,20,255,1000,1500,191,,2.66E+02,
1.39E+12,24,255,24,255,1000,1500,191,,2.72E+02,
1.39E+12,23,255,21,255,1000,1500,191,,2.68E+02,
1.39E+12,23,255,20,255,1000,1500,191,,5.38E+02,
1.39E+12,27,255,20,255,1000,1500,191,,2.76E+02,
1.39E+12,24,255,23,255,1000,1500,191,,2.66E+02,
1.39E+12,24,255,22,255,1000,1500,191,,2.66E+02,
1.39E+12,32,255,21,255,1000,1500,191,,2.81E+02,
1.39E+12,28,255,21,255,1000,1500,191,,2.66E+02,
1.39E+12,23,255,23,255,1000,1500,191,,2.75E+02,
1.39E+12,24,255,21,255,1000,1500,191,,2.65E+02,
1.39E+12,32,255,21,255,1000,1500,191,,2.70E+02,
1.39E+12,29,255,18,255,1000,1500,191,,2.78E+02,
1.39E+12,29,255,20,255,1000,1500,191,,2.68E+02,
1.39E+12,24,255,21,255,1000,1500,191,,2.66E+02,
1.39E+12,29,255,20,255,1000,1500,191,,2.75E+02,
1.39E+12,32,255,20,255,1000,1500,191,,2.67E+02,
1.39E+12,24,255,22,255,1000,1500,191,,2.75E+02,
1.39E+12,24,255,23,255,1000,1500,191,,2.73E+02,
1.39E+12,25,255,21,255,1000,1500,191,,2.69E+02,
1.39E+12,25,255,22,255,1000,1500,191,,2.66E+02,
1.39E+12,23,255,20,255,1000,1500,191,,2.69E+02,
1.39E+12,26,255,21,255,1000,1500,191,,2.74E+02,
1.39E+12,26,255,20,255,1000,1500,191,,2.68E+02,
1.39E+12,30,255,19,255,1000,1500,191,,2.70E+02,
1.39E+12,25,255,18,255,1000,1500,191,,2.70E+02,
1.39E+12,28,255,19,255,1000,1500,191,,2.67E+02,
1.39E+12,24,255,23,255,1000,1500,191,,2.70E+02,
1.39E+12,25,255,22,255,1000,1500,191,,2.75E+02,
1.39E+12,30,255,20,255,1000,1500,191,,2.74E+02,
1.39E+12,27,255,21,255,1000,1500,191,,2.69E+02,
1.39E+12,23,255,24,255,1000,1500,191,,2.72E+02,
1.39E+12,23,255,23,255,1000,1500,191,,2.66E+02,
1.39E+12,29,255,21,255,1000,1500,191,,2.77E+02,
1.39E+12,28,255,19,255,1000,1500,191,,2.66E+02,
1.39E+12,28,255,18,255,1000,1500,191,,2.70E+02,
1.39E+12,23,255,18,255,1000,1500,191,,2.69E+02,
1.39E+12,23,165,19,255,1000,1500,191,,2.67E+02,
1.39E+12,23,144,18,160,1000,1500,191,,2.65E+02,
1.39E+12,22,73,22,103,1000,1500,191,,2.72E+02,
1.39E+12,21,121,32,85,1000,1500,191,,2.81E+02,
1.39E+12,21,122,28,110,1000,1500,191,,2.66E+02,
1.39E+12,21,117,26,100,1000,1500,191,,2.69E+02,
1.39E+12,24,91,25,110,1000,1500,191,,2.75E+02,
1.39E+12,20,125,27,146,1000,1500,191,,2.67E+02,
1.39E+12,23,168,28,255,1000,1500,191,,2.72E+02,
1.39E+12,26,153,22,134,1000,1500,191,,2.71E+02,
1.39E+12,25,146,19,255,1000,1500,191,,2.67E+02,
1.39E+12,28,175,17,55,1000,1500,191,,2.65E+02,
1.39E+12,23,163,20,169,1000,1500,191,,2.66E+02,
1.39E+12,23,255,20,192,1000,1500,191,,2.68E+02,
1.39E+12,22,255,20,170,1000,1500,191,,2.66E+02,
1.39E+12,22,255,19,157,1000,1500,191,,2.68E+02,
1.39E+12,24,255,18,151,1000,1500,191,,2.70E+02,
1.39E+12,24,255,18,187,1000,1500,191,,2.68E+02,
1.39E+12,24,237,19,255,1000,1500,191,,2.64E+02,
1.39E+12,24,225,19,255,1000,1500,191,,2.66E+02,
1.39E+12,24,140,19,255,1000,1500,191,,2.66E+02,
1.39E+12,24,130,19,255,1000,1500,191,,2.76E+02,
1.39E+12,24,68,19,255,1000,1500,191,,2.67E+02,
1.39E+12,25,70,20,255,1000,1500,191,,2.65E+02,
1.39E+12,25,120,19,255,1000,1500,191,,2.71E+02,
1.39E+12,26,102,18,255,1000,1500,191,,2.68E+02,
1.39E+12,26,85,18,255,1000,1500,191,,2.68E+02,
1.39E+12,25,91,18,255,1000,1500,191,,2.65E+02,
1.39E+12,25,78,19,255,1000,1500,191,,2.65E+02,
1.39E+12,25,82,18,255,1000,1500,191,,2.65E+02,
1.39E+12,25,97,19,255,1000,1500,191,,2.67E+02,
1.39E+12,25,188,20,255,1000,1500,191,,2.65E+02,
1.39E+12,25,103,19,255,1000,1500,191,,2.67E+02,
1.39E+12,25,108,19,255,1000,1500,191,,2.65E+02,
1.39E+12,25,82,20,255,1000,1500,191,,2.68E+02,
1.39E+12,25,50,20,255,1000,1500,191,,2.66E+02,
1.39E+12,25,57,21,255,1000,1500,191,,2.78E+02,
1.39E+12,26,78,20,255,1000,1500,191,,2.67E+02,
1.39E+12,27,186,19,255,1000,1500,191,,2.66E+02,
1.39E+12,27,144,20,175,1000,1500,191,,2.67E+02,
1.39E+12,26,148,20,111,1000,1500,191,,2.71E+02,
1.39E+12,26,144,20,130,1000,1500,191,,2.66E+02,
1.39E+12,26,143,20,115,1000,1500,191,,2.67E+02,
1.39E+12,26,148,20,99,1000,1500,191,,2.66E+02,
1.39E+12,26,153,20,255,1000,1500,191,,2.66E+02,
1.39E+12,27,164,19,87,1000,1500,191,,2.69E+02,
1.39E+12,27,143,20,145,1000,1500,191,,2.67E+02,
1.39E+12,27,139,20,95,1000,1500,191,,2.66E+02,
1.39E+12,27,145,19,92,1000,1500,191,,2.67E+02,
1.39E+12,26,144,20,97,1000,1500,191,,2.66E+02,
1.39E+12,26,149,20,108,1000,1500,191,,2.71E+02,
1.39E+12,26,150,20,94,1000,1500,191,,2.80E+02,
1.39E+12,26,128,20,141,1000,1500,191,,2.69E+02,
1.39E+12,26,85,20,139,1000,1500,191,,2.67E+02,
1.39E+12,26,139,20,146,1000,1500,191,,2.71E+02,
1.39E+12,25,176,20,151,1000,1500,191,,2.71E+02,
1.39E+12,26,152,20,141,1000,1500,191,,2.67E+02,
1.39E+12,26,118,21,94,1000,1500,191,,2.68E+02,
1.39E+12,26,174,20,75,1000,1500,191,,2.66E+02,
1.39E+12,26,175,20,138,1000,1500,191,,2.64E+02,
1.39E+12,26,169,21,111,1000,1500,191,,2.67E+02,
1.39E+12,26,148,21,97,1000,1500,191,,2.65E+02,
1.39E+12,26,150,20,115,1000,1500,191,,2.65E+02,
1.39E+12,26,150,20,139,1000,1500,191,,2.64E+02,
1.39E+12,26,149,20,104,1000,1500,191,,2.66E+02,
1.39E+12,26,148,20,94,1000,1500,191,,2.66E+02,
1.39E+12,26,148,20,121,1000,1500,191,,2.69E+02,
1.39E+12,26,143,20,160,1000,1500,191,,2.73E+02,
1.39E+12,26,148,20,129,1000,1500,191,,2.67E+02,
1.39E+12,26,143,20,114,1000,1500,191,,2.67E+02,
1.39E+12,27,141,20,151,1000,1500,191,,2.69E+02,
1.39E+12,27,142,21,163,1000,1500,191,,2.71E+02,
1.39E+12,27,140,21,155,1000,1500,191,,2.66E+02,
1.39E+12,27,135,20,255,1000,1500,191,,2.69E+02,
1.39E+12,28,155,21,88,1000,1500,191,,2.65E+02,
1.39E+12,27,152,20,148,1000,1500,191,,2.66E+02,
1.39E+12,29,140,18,111,1000,1500,191,,2.67E+02,
1.39E+12,29,139,19,106,1000,1500,191,,2.66E+02,
1.39E+12,26,111,19,155,1000,1500,191,,2.68E+02,
1.39E+12,24,77,20,107,1000,1500,191,,2.73E+02,
1.39E+12,24,113,19,138,1000,1500,191,,2.66E+02,
1.39E+12,24,116,18,118,1000,1500,191,,2.65E+02,
1.39E+12,24,117,20,226,1000,1500,191,,2.69E+02,
1.39E+12,25,117,19,146,1000,1500,191,,2.67E+02,
1.39E+12,24,121,20,127,1000,1500,191,,2.66E+02,
1.39E+12,24,118,20,167,1000,1500,191,,2.66E+02,
1.39E+12,25,116,19,171,1000,1500,191,,2.71E+02,
